TIMESTAMP,AZIMUTH,DISTANCE,SIGNAL_STRENGTH
-1,233.4375,209,199
-1,235.625,220,199
-1,238.1875,229,199
-1,240.75,223,199
-1,242.9375,216,199
-1,245.1875,210,199
-1,247.375,204,199
-1,249.5625,200,199
-1,251.75,198,199
-1,254.3125,195,199
-1,256.875,191,199
-1,259.625,190,199
-1,262.0625,187,199
-1,265,187,199
-1,267.5625,185,191
-1,270.125,184,191
