TIMESTAMP,AZIMUTH,DISTANCE,SIGNAL_STRENGTH
-1,22.6875,243,199
-1,24.9375,247,199
-1,27.125,250,199
-1,29.3125,255,199
-1,31.5,259,199
-1,33.6875,263,199
-1,35.9375,272,199
-1,38.125,276,199
-1,40.3125,279,199
-1,42.5,268,199
-1,44.5625,252,199
-1,46.75,239,199
-1,48.9375,228,199
-1,51.125,222,199
-1,53.3125,214,199
-1,55.5625,207,199
-1,57.75,200,199
-1,60.3125,195,199
-1,62.875,188,199
-1,65.625,182,199
-1,68.5625,178,199
-1,71.3125,174,191
-1,73.875,170,191
-1,76.25,167,191
-1,78.8125,165,191
-1,81.375,163,191
-1,83.9375,162,191
-1,86.375,161,191
-1,89.125,159,191
-1,91.6875,158,191
-1,94.25,158,191
-1,96.8125,158,191
-1,99.375,159,191
-1,101.5625,160,191
-1,104.125,161,191
-1,106.6875,162,191
-1,109.4375,163,191
-1,112.1875,165,191
-1,114.75,165,199
-1,117.3125,166,191
-1,119.9375,169,191
-1,122.5,174,191
-1,125.25,178,191
-1,127.625,184,199
-1,129.8125,188,199
-1,132,194,199
-1,134.1875,199,199
-1,136.4375,206,199
-1,138.625,204,199
-1,140.8125,195,199
-1,143,188,199
-1,145.5625,185,199
-1,148.125,177,199
-1,150.375,171,199
-1,152.9375,167,199
-1,155.5,163,191
-1,158.25,158,199
-1,161,156,191
-1,163.75,152,199
-1,166.5,149,191
-1,169.0625,146,191
-1,171.625,144,191
-1,174.1875,143,191
-1,176.75,141,191
-1,179.3125,141,191
-1,182.0625,140,191
-1,184.8125,140,191
-1,187.5625,141,191
-1,190.3125,141,191
-1,193.0625,141,191
-1,195.8125,142,191
-1,198.5625,143,191
-1,201.125,146,191
-1,203.6875,148,191
-1,206.5,151,191
-1,209.0625,154,191
-1,211.8125,157,199
-1,214.5625,162,191
-1,217.3125,166,199
-1,220.25,172,199
-1,222.8125,177,199
-1,225.375,184,199
-1,227.9375,190,199
-1,230.5,198,199
-1,233.25,208,199
-1,235.4375,221,199
-1,237.625,228,199
-1,239.875,224,199
-1,242.0625,218,199
-1,244.25,211,199
-1,246.4375,207,199
-1,248.625,202,199
-1,251.1875,198,199
-1,253.8125,195,199
-1,256,191,199
-1,258.5625,190,199
-1,261.125,189,199
-1,263.875,187,199
-1,266.25,185,199
-1,268.8125,184,199
-1,271,183,191
-1,273.5625,183,191
-1,276.3125,183,191
-1,279.0625,183,191
-1,281.8125,184,199
-1,284.625,186,199
-1,287.5,187,199
-1,290.25,189,199
-1,293,190,199
-1,295.4375,191,199
-1,297.625,194,199
-1,299.8125,197,199
-1,302,200,199
-1,304.1875,205,199
-1,306.4375,210,199
-1,308.625,208,199
-1,310.8125,214,199
-1,313.375,222,199
-1,315.9375,229,199
-1,318.125,236,199
-1,320.375,242,199
-1,322.5625,258,199
-1,324.75,270,199
-1,326.9375,282,199
-1,329.5,286,199
-1,331.9375,279,199
-1,334.125,272,199
-1,336.3125,266,199
-1,338.5,258,199
-1,340.6875,254,199
-1,342.9375,250,199
-1,345.125,246,199
-1,347.6875,243,199
-1,350.0625,239,199
-1,352.625,237,199
-1,355.1875,234,199
-1,357.75,233,199
-1,360,232,199
1527757088364,2.1875,231,199
-1,4.375,230,199
-1,6.5625,230,199
-1,8.75,230,199
-1,11,232,199
-1,13.1875,233,199
-1,15.75,235,199
-1,18.125,237,199
-1,20.3125,239,199
-1,22.5,243,199
-1,25.0625,247,199
-1,27.6875,251,199
-1,30.25,255,199
-1,32.8125,262,199
-1,35.5625,269,199
-1,37.75,277,199
-1,39.9375,281,199
-1,42.125,270,199
-1,44.375,254,199
-1,46.5625,242,199
-1,48.75,231,199
-1,50.9375,223,199
-1,53.125,215,199
-1,55.375,208,199
-1,57.5625,203,199
-1,59.75,196,199
-1,61.9375,188,199
-1,64.5,185,199
-1,67.25,180,199
-1,69.8125,176,199
-1,72.4375,172,191
-1,75.1875,169,191
-1,77.9375,167,191
-1,80.6875,164,191
-1,83.4375,162,191
-1,86.1875,161,191
-1,88.9375,159,191
-1,91.6875,159,191
-1,94.25,159,191
-1,96.8125,159,191
-1,99.375,159,191
-1,101.9375,160,191
-1,104.6875,160,191
-1,107.25,163,191
-1,110.1875,164,191
-1,112.75,165,191
-1,115.3125,164,199
-1,118.0625,167,191
-1,120.8125,170,191
-1,123.5625,176,191
-1,126.3125,181,199
-1,129.0625,186,199
-1,131.4375,192,199
-1,133.6875,198,199
-1,135.875,205,199
-1,138.0625,206,199
-1,140.25,198,199
-1,142.4375,191,199
-1,145.0625,186,199
-1,147.625,178,199
-1,150.1875,173,191
-1,152.9375,167,199
-1,155.6875,163,191
-1,158.25,159,191
-1,161,155,199
-1,163.75,153,191
-1,166.5,149,191
-1,168.875,148,191
-1,171.4375,145,191
-1,174,143,191
-1,176.5625,142,191
-1,179.5,141,191
-1,182.0625,140,191
-1,184.8125,140,191
-1,187.5625,141,191
-1,190.3125,141,191
-1,193.0625,141,191
-1,195.4375,143,191
-1,198.0625,143,191
-1,200.8125,144,191
-1,203.375,147,191
-1,205.9375,151,191
-1,208.5,153,191
-1,211.0625,157,191
-1,213.625,160,191
-1,216.1875,164,199
-1,218.75,168,199
-1,221.5,173,199
-1,224.25,180,199
-1,226.625,186,199
-1,228.8125,192,199
-1,231.0625,199,199
-1,233.25,206,199
-1,235.4375,218,199
-1,237.625,228,199
-1,239.875,224,199
-1,241.875,220,199
-1,244.0625,213,199
-1,246.25,207,199
-1,248.4375,202,199
-1,251.0625,199,199
-1,253.625,195,199
-1,256,192,199
-1,258.5625,190,199
-1,261.125,189,199
-1,264.0625,187,199
-1,266.25,185,199
-1,268.8125,185,199
-1,271.375,183,191
-1,273.9375,183,191
-1,276.6875,182,191
-1,279.4375,183,191
-1,282.1875,184,191
-1,284.9375,185,191
-1,287.6875,187,199
-1,290.25,189,199
-1,292.5,190,199
-1,294.6875,191,199
-1,296.875,194,199
-1,299.0625,197,199
-1,301.3125,200,199
-1,303.5,204,199
-1,305.6875,210,199
-1,307.875,213,199
-1,310.0625,210,199
-1,312.3125,217,199
-1,314.875,226,199
-1,317.4375,233,199
-1,319.625,241,199
-1,322.1875,254,199
-1,324.75,268,199
-1,327.125,283,199
-1,329.3125,287,199
-1,331.5625,280,199
-1,333.75,273,199
-1,335.9375,268,199
-1,338.5,261,199
-1,341.0625,255,199
-1,343.4375,250,199
-1,345.6875,247,199
-1,347.875,242,199
-1,350.0625,240,199
-1,352.25,237,199
-1,354.4375,235,199
-1,356.6875,234,199
-1,358.875,233,199
1527757088556,1.4375,231,199
-1,4,230,199
-1,6.5625,230,199
-1,9.125,232,199
-1,11.6875,232,199
-1,14.0625,234,199
-1,16.3125,236,199
-1,18.5,236,199
-1,20.6875,240,199
-1,22.875,243,199
-1,25.4375,247,199
-1,27.875,251,199
-1,30.4375,255,199
-1,33,260,199
-1,35.5625,269,199
-1,38.125,276,199
-1,40.5,279,199
-1,42.6875,266,199
-1,44.875,253,199
-1,47.125,240,199
-1,49.3125,230,199
-1,51.5,222,199
-1,53.6875,214,199
-1,55.875,206,199
-1,58.125,201,199
-1,60.3125,196,199
-1,62.5,188,199
-1,65.0625,185,199
-1,67.625,180,199
-1,70.375,177,191
-1,73.125,172,191
-1,75.875,169,191
-1,78.625,167,191
-1,81.1875,164,191
-1,83.9375,163,191
-1,86.6875,162,191
-1,89.4375,159,191
-1,91.875,159,191
-1,94.4375,159,191
-1,97.1875,159,191
-1,99.75,159,191
-1,102.5,159,191
-1,105.25,161,191
-1,108,162,191
-1,110.9375,165,191
-1,113.5,165,191
-1,116.25,165,191
-1,118.625,167,191
-1,121.1875,171,191
-1,123.75,175,191
-1,126.3125,180,199
-1,128.875,186,199
-1,131.25,191,199
-1,133.5,197,199
-1,135.6875,203,199
-1,138.25,206,199
-1,140.8125,197,199
-1,143,190,199
-1,145.5625,184,199
-1,148.125,178,199
-1,150.6875,171,199
-1,153.3125,167,199
-1,156.25,163,199
-1,159,158,191
-1,161.75,155,191
-1,164.5,152,191
-1,167.25,148,191
-1,170,147,191
-1,172.5625,143,191
-1,175.3125,142,191
-1,178.0625,141,191
-1,180.8125,141,191
-1,183.375,140,191
-1,185.9375,140,191
-1,188.5,140,191
-1,190.875,142,191
-1,193.4375,141,191
-1,196.1875,143,191
-1,198.75,143,191
-1,201.3125,146,191
-1,204.0625,148,191
-1,206.8125,152,191
-1,209.5625,155,191
-1,212.3125,160,199
-1,215.0625,164,199
-1,217.8125,167,191
-1,220.4375,174,199
-1,223,178,199
-1,225.5625,185,199
-1,228.125,190,199
-1,230.6875,198,199
-1,233.25,208,199
-1,235.625,220,199
-1,237.8125,227,199
-1,240,224,199
-1,242.0625,218,199
-1,244.25,212,199
-1,246.4375,207,199
-1,249,202,199
-1,251.5625,198,199
-1,254.125,195,199
-1,256.6875,191,199
-1,259.125,189,199
-1,261.6875,188,199
-1,263.875,187,199
-1,266.4375,185,199
-1,269,185,191
-1,271.5625,183,191
-1,274.125,183,191
-1,276.875,183,191
-1,279.625,183,191
-1,282,185,191
-1,284.625,186,191
-1,287.5,187,199
-1,289.75,189,199
-1,292.3125,190,199
-1,294.875,191,199
-1,297.4375,195,199
-1,299.8125,197,199
-1,302,201,199
-1,304.1875,205,199
-1,306.4375,212,199
-1,308.4375,210,199
-1,311,215,199
-1,313.1875,223,199
-1,315.375,229,199
-1,317.625,237,199
-1,319.8125,242,199
-1,322,257,199
-1,324.1875,268,199
-1,326.4375,281,199
-1,329,288,199
-1,331.75,281,199
-1,334.125,273,199
-1,336.3125,267,199
-1,338.5,259,199
-1,340.6875,254,199
-1,342.9375,251,199
-1,345.125,247,199
-1,347.3125,244,199
-1,349.5,240,199
-1,351.6875,237,199
-1,353.9375,235,199
-1,356.125,234,199
-1,358.3125,232,199
1527757088762,0.6875,231,199
-1,2.875,231,199
-1,5.5,231,199
-1,7.6875,231,199
-1,9.875,232,199
-1,12.0625,233,199
-1,14.25,233,199
-1,16.5,235,199
-1,18.6875,238,199
-1,20.875,240,199
-1,23.0625,243,199
-1,25.625,247,199
-1,28.1875,252,199
-1,30.625,257,199
-1,32.8125,262,199
-1,35,268,199
-1,37.1875,274,199
-1,39.375,281,199
-1,41.625,272,199
-1,43.8125,258,199
-1,46,244,199
-1,48.1875,233,199
-1,50.375,224,199
-1,52.625,217,199
-1,54.8125,209,199
-1,57,203,199
-1,59.1875,197,199
-1,61.375,191,199
-1,64,186,199
-1,66.9375,181,199
-1,69.5,176,191
-1,72.0625,172,191
-1,74.625,170,191
-1,77.1875,167,191
-1,79.75,165,191
-1,82.3125,162,191
-1,85.0625,161,191
-1,87.4375,160,191
-1,90,159,191
-1,92.5625,158,191
-1,95.125,158,191
-1,97.6875,157,191
-1,100.4375,158,191
-1,103.0625,159,191
-1,105.625,160,191
-1,108.1875,162,191
-1,110.9375,164,191
-1,113.125,165,191
-1,115.6875,164,199
-1,118.25,167,191
-1,120.8125,170,199
-1,123.5625,176,191
-1,126.125,179,199
-1,128.875,186,199
-1,131.4375,191,199
-1,134,198,199
-1,136.625,205,199
-1,139,202,199
-1,141.1875,195,199
-1,143.375,188,199
-1,145.9375,184,199
-1,148.5,177,199
-1,151.0625,170,191
-1,153.8125,165,191
-1,156.25,161,199
-1,158.8125,158,191
-1,161.375,154,191
-1,163.75,151,191
-1,166.3125,149,191
-1,168.875,147,191
-1,171.4375,144,191
-1,174,143,191
-1,176.75,142,191
-1,179.5,141,191
-1,182.0625,141,191
-1,184.8125,140,191
-1,187.375,141,191
-1,190.125,141,191
-1,192.6875,141,191
-1,195.3125,143,191
-1,197.875,143,191
-1,200.4375,145,191
-1,203,147,191
-1,205.5625,150,199
-1,208.3125,154,191
-1,210.6875,156,191
-1,213.25,160,191
-1,215.8125,164,199
-1,218.1875,168,199
-1,221.125,173,199
-1,223.6875,180,199
-1,226.25,186,199
-1,228.8125,192,199
-1,231.4375,200,199
-1,233.8125,213,199
-1,236,222,199
-1,238.1875,228,199
-1,240.375,222,199
-1,242.625,216,199
-1,244.8125,210,199
-1,247,205,199
-1,249.1875,201,199
-1,251.375,197,199
-1,253.625,195,199
-1,256.1875,191,199
-1,258.75,190,199
-1,261.3125,189,199
-1,264.25,187,199
-1,267,185,199
-1,269.5625,184,191
-1,272.3125,184,191
-1,275.0625,184,191
-1,277.8125,183,191
-1,280.1875,184,191
-1,282.75,184,191
-1,285.3125,186,199
-1,287.875,187,199
-1,290.4375,189,199
-1,293,190,199
-1,295.4375,193,199
-1,297.625,196,199
-1,299.8125,199,199
-1,302,202,199
-1,304.1875,206,199
-1,306.4375,212,199
-1,308.625,209,199
-1,310.8125,216,199
-1,313,224,199
-1,315.25,228,199
-1,317.8125,236,199
-1,320.1875,243,199
-1,322.75,261,199
-1,325.3125,273,199
-1,327.5,286,199
-1,330.0625,287,199
-1,332.625,277,199
-1,335.1875,269,199
-1,337.625,261,199
-1,339.8125,257,199
-1,342,252,199
-1,344.1875,250,199
-1,346.75,246,199
-1,349.125,241,199
-1,351.6875,239,199
-1,354.3125,237,199
-1,356.875,234,199
-1,359.4375,233,199
1527757088955,2,231,199
-1,4.1875,231,199
-1,6.375,231,199
-1,8.9375,232,199
-1,11.125,232,199
-1,13.375,234,199
-1,15.9375,237,199
-1,18.5,239,199
-1,20.875,242,199
-1,23.0625,246,199
-1,25.625,249,199
-1,28,253,199
-1,30.25,258,199
-1,32.4375,263,199
-1,34.625,268,199
-1,36.8125,274,199
-1,39.0625,281,199
-1,41.25,272,199
-1,43.4375,259,199
-1,45.625,245,199
-1,47.8125,233,199
-1,50.375,226,199
-1,52.8125,218,199
-1,55.375,208,199
-1,57.5625,204,199
-1,59.75,196,199
-1,61.9375,188,199
-1,64.125,185,199
-1,66.9375,181,199
-1,69.3125,177,199
-1,71.875,173,191
-1,74.4375,170,191
-1,77,168,191
-1,79.5625,165,191
-1,81.9375,164,191
-1,84.5,163,191
-1,87.0625,161,191
-1,89.8125,159,191
-1,92.5625,158,191
-1,95.125,158,191
-1,97.875,158,191
-1,100.625,159,191
-1,103.375,160,191
-1,105.8125,161,191
-1,108.375,163,191
-1,110.9375,165,191
-1,113.5,165,191
-1,116.25,164,191
-1,119,168,191
-1,121.5625,172,199
-1,124.3125,177,191
-1,127.0625,182,199
-1,129.4375,187,199
-1,131.625,193,199
-1,133.875,199,199
-1,136.0625,205,199
-1,138.25,205,199
-1,140.4375,196,199
-1,142.625,190,199
-1,145.1875,184,199
-1,147.8125,178,199
-1,150.5625,172,199
-1,153.3125,166,199
-1,156.25,162,199
-1,158.8125,157,199
-1,161.375,155,199
-1,163.9375,152,191
-1,166.6875,148,191
-1,169.0625,147,191
-1,171.625,144,191
-1,174.1875,142,191
-1,176.75,141,191
-1,179.3125,142,191
-1,181.875,141,191
-1,184.625,140,191
-1,187.375,140,191
-1,189.9375,140,191
-1,192.5,141,191
-1,195.125,142,191
-1,197.6875,143,191
-1,200.0625,145,191
-1,202.8125,147,191
-1,205.1875,150,191
-1,207.75,153,191
-1,210.3125,156,191
-1,212.875,160,191
-1,215.4375,163,199
-1,218,168,199
-1,220.5625,174,191
-1,223.1875,179,199
-1,225.75,185,199
-1,227.9375,191,199
-1,230.5,198,199
-1,232.875,207,199
-1,235.4375,219,199
-1,238,227,199
-1,240.5625,221,199
-1,242.9375,215,199
-1,245.6875,209,199
-1,247.9375,203,199
-1,250.125,200,199
-1,252.3125,197,199
-1,254.5,193,199
-1,256.6875,191,199
-1,259.3125,190,199
-1,261.875,188,199
-1,264.8125,187,199
-1,267.375,185,191
-1,270.125,184,191
-1,272.6875,184,191
-1,275.25,184,191
-1,278,183,191
-1,280.75,185,191
-1,283.5,185,199
-1,286.4375,186,199
-1,289,188,199
-1,291.5625,190,199
-1,294.125,191,199
-1,296.6875,195,199
-1,299.25,198,199
-1,301.625,202,199
-1,304.1875,207,199
-1,306.8125,213,199
-1,309,209,199
-1,311.5625,218,199
-1,314.125,225,199
-1,316.6875,234,199
-1,319.25,242,199
-1,321.625,256,199
-1,324.1875,270,199
-1,326.4375,282,199
-1,328.625,288,199
-1,330.8125,281,199
-1,333,273,199
-1,335.5625,268,199
-1,337.9375,261,199
-1,340.5,257,199
-1,343.125,251,199
-1,345.6875,248,199
-1,348.25,244,199
-1,350.625,240,199
-1,352.8125,238,199
-1,355,235,199
-1,357.1875,234,199
-1,359.4375,233,199
1527757089158,1.8125,232,199
-1,4,232,199
-1,6.1875,230,199
-1,8.375,232,199
-1,10.8125,233,199
-1,13,235,199
-1,15.5625,237,199
-1,18.3125,238,199
-1,20.5,242,199
-1,22.6875,247,199
-1,24.9375,249,199
-1,27.125,253,199
-1,29.3125,257,199
-1,31.5,260,199
-1,33.6875,266,199
-1,35.9375,273,199
-1,38.125,279,199
-1,40.3125,276,199
-1,42.5,262,199
-1,44.6875,248,199
-1,46.9375,236,199
-1,49.125,226,199
-1,51.3125,220,199
-1,53.5,210,199
-1,55.75,203,199
-1,57.9375,200,199
-1,60.125,191,199
-1,62.3125,186,199
-1,64.875,183,199
-1,67.625,178,199
-1,70.1875,174,191
-1,72.75,171,191
-1,75.3125,169,191
-1,77.9375,166,191
-1,80.6875,164,191
-1,83.4375,163,191
-1,86.1875,161,191
-1,89.125,159,191
-1,91.875,159,191
-1,94.625,158,191
-1,97.375,158,191
-1,100.125,158,191
-1,102.5,160,191
-1,105.0625,161,191
-1,107.625,162,191
-1,110,164,191
-1,112.375,164,191
-1,114.9375,164,199
-1,117.5,167,191
-1,120.0625,168,191
-1,122.6875,174,191
-1,125.0625,179,199
-1,127.625,185,199
-1,130.1875,189,199
-1,132.375,196,199
-1,134.9375,202,199
-1,137.5,205,199
-1,140.0625,196,199
-1,142.625,189,199
-1,145.0625,183,199
-1,147.625,177,199
-1,149.8125,171,199
-1,152.375,167,199
-1,155.125,162,191
-1,157.875,159,199
-1,160.625,155,191
-1,163.375,152,199
-1,165.9375,148,191
-1,168.6875,145,191
-1,171.4375,143,191
-1,174.1875,143,191
-1,176.75,142,191
-1,179.5,141,191
-1,182.0625,140,191
-1,184.625,140,191
-1,187.1875,140,191
-1,189.9375,140,191
-1,192.875,141,191
-1,195.4375,142,191
-1,198.0625,143,191
-1,200.625,145,191
-1,203,147,191
-1,205.5625,152,191
-1,208.125,154,199
-1,210.6875,157,191
-1,213.25,161,191
-1,215.8125,166,199
-1,218.5625,170,199
-1,221.5,177,199
-1,224.25,183,199
-1,226.625,188,199
-1,228.8125,195,199
-1,231.0625,202,199
-1,233.625,212,199
-1,236.375,225,199
-1,238.5625,227,199
-1,240.75,222,199
-1,242.9375,215,199
-1,245.1875,210,199
-1,247.375,206,199
-1,249.5625,201,199
-1,251.75,199,199
-1,253.9375,196,199
-1,256.1875,193,199
-1,258.375,191,199
-1,260.9375,189,199
-1,263.5,189,199
-1,266.25,188,199
-1,268.8125,186,199
-1,271.5625,185,191
-1,274.3125,183,191
-1,276.6875,184,191
-1,279.25,184,191
-1,281.8125,185,199
-1,284.4375,187,199
-1,286.8125,187,199
-1,289.375,189,199
-1,291.9375,191,199
-1,294.5,192,199
-1,297.0625,196,199
-1,299.4375,199,199
-1,301.625,203,199
-1,303.875,207,199
-1,306.0625,213,199
-1,308.25,209,199
-1,310.4375,218,199
-1,312.625,225,199
-1,314.875,230,199
-1,317.0625,238,199
-1,319.25,243,199
-1,321.4375,259,199
-1,323.6875,271,199
-1,326.25,282,199
-1,328.625,288,199
-1,330.8125,280,199
-1,333,273,199
-1,335.1875,267,199
-1,337.4375,260,199
-1,339.625,257,199
-1,341.8125,253,199
-1,344,249,199
-1,346.1875,246,199
-1,348.4375,243,199
-1,350.625,240,199
-1,352.8125,237,199
-1,355,235,199
-1,357.1875,234,199
-1,359.4375,231,199
1527757089360,2,231,199
-1,4.1875,231,199
-1,6.375,232,199
-1,8.5625,232,199
-1,10.8125,233,199
-1,13,234,199
-1,15.375,237,199
-1,17.5625,238,199
-1,20.125,241,199
-1,22.875,245,199
-1,25.0625,248,199
-1,27.3125,252,199
-1,29.5,257,199
-1,31.6875,262,199
-1,33.875,269,199
-1,36.125,275,199
-1,38.3125,281,199
-1,40.5,274,199
-1,42.6875,259,199
-1,44.875,246,199
-1,47.125,234,199
-1,49.3125,226,199
-1,51.5,218,199
-1,53.6875,209,199
-1,55.875,205,199
-1,58.125,198,199
-1,60.3125,191,199
-1,62.875,185,199
-1,65.4375,181,199
-1,68.1875,177,199
-1,70.375,173,191
-1,72.5625,170,191
-1,75.1875,167,191
-1,77.75,165,191
-1,80.5,163,191
-1,83.25,161,191
-1,86,160,191
-1,88.75,159,191
-1,91.5,158,191
-1,94.25,157,191
-1,97,157,191
-1,99.75,157,191
-1,102.5,158,191
-1,105.25,161,191
-1,107.8125,161,191
-1,110.5625,163,191
-1,113.125,165,191
-1,115.875,163,191
-1,118.625,168,191
-1,121,172,191
-1,123.5625,176,191
-1,126.125,182,199
-1,128.6875,187,199
-1,131.125,193,199
-1,133.3125,198,199
-1,135.5,204,199
-1,137.6875,204,199
-1,139.875,196,199
-1,142.125,189,199
-1,144.3125,185,199
-1,146.875,179,199
-1,149.4375,172,191
-1,152,166,199
-1,154.5625,163,199
-1,157.125,159,191
-1,159.6875,156,199
-1,162.4375,153,191
-1,164.8125,149,191
-1,167.4375,147,191
-1,170,145,191
-1,172.5625,143,191
-1,175.125,142,191
-1,178.0625,141,191
-1,180.8125,141,191
-1,183.5625,140,191
-1,186.3125,140,191
-1,189.0625,140,191
-1,191.8125,141,191
-1,194.1875,143,191
-1,196.5625,143,191
-1,198.9375,143,191
-1,201.6875,147,191
-1,204.4375,149,191
-1,207.1875,152,191
-1,209.9375,156,199
-1,212.6875,159,199
-1,215.4375,163,191
-1,218.1875,168,191
-1,220.75,174,199
-1,223.3125,179,199
-1,225.75,185,199
-1,227.9375,192,199
-1,230.125,197,199
-1,232.3125,205,199
-1,234.5,217,199
-1,237.125,227,199
-1,239.5,224,199
-1,241.875,218,199
-1,244.0625,211,199
-1,246.25,207,199
-1,248.4375,202,199
-1,250.6875,199,199
-1,252.875,195,199
-1,255.0625,192,199
-1,257.625,191,199
-1,260.375,189,199
-1,263.125,187,199
-1,265.875,186,199
-1,268.0625,185,199
-1,270.6875,185,191
-1,273.25,184,191
-1,275.625,183,191
-1,278.1875,184,191
-1,280.75,185,191
-1,283.3125,186,199
-1,286.0625,187,199
-1,288.8125,189,199
-1,291.375,190,199
-1,293.75,191,199
-1,295.9375,195,199
-1,298.1875,198,199
-1,300.75,201,199
-1,303.5,205,199
-1,305.6875,211,199
-1,308.0625,212,199
-1,310.25,216,199
-1,312.5,223,199
-1,314.6875,228,199
-1,316.875,235,199
-1,319.0625,243,199
-1,321.25,254,199
-1,323.5,267,199
-1,325.6875,280,199
-1,327.875,288,199
-1,330.0625,283,199
-1,332.25,277,199
-1,334.5,270,199
-1,336.6875,264,199
-1,338.875,259,199
-1,341.0625,255,199
-1,343.25,251,199
-1,345.5,248,199
-1,348.0625,245,199
-1,350.4375,241,199
-1,352.625,238,199
-1,354.8125,236,199
-1,357.375,234,199
-1,360,233,199
1527757089550,2.1875,233,199
-1,4.375,232,199
-1,6.5625,232,199
-1,8.75,232,199
-1,11,233,199
-1,13.5625,235,199
-1,16.125,237,199
-1,18.6875,239,199
-1,20.875,242,199
-1,23.0625,246,199
-1,25.25,250,199
-1,27.5,253,199
-1,29.6875,256,199
-1,31.875,262,199
-1,34.0625,268,199
-1,36.25,274,199
-1,38.5,280,199
-1,40.6875,275,199
-1,42.875,261,199
-1,45.0625,248,199
-1,47.3125,234,199
-1,49.5,226,199
-1,51.6875,219,199
-1,53.875,209,199
-1,56.0625,206,199
-1,58.3125,199,199
-1,60.5,190,199
-1,63.0625,186,199
-1,65.8125,182,199
-1,68.5625,177,191
-1,71.3125,173,191
-1,74.0625,169,191
-1,76.8125,167,191
-1,79.1875,164,191
-1,81.75,162,191
-1,84.3125,161,191
-1,86.875,160,191
-1,89.625,158,191
-1,91.875,158,191
-1,94.4375,157,191
-1,97.1875,157,191
-1,99.75,158,191
-1,102.5,158,191
-1,105.25,160,191
-1,108,162,191
-1,110.9375,163,191
-1,113.5,164,191
-1,116.25,164,191
-1,118.625,168,191
-1,121.1875,171,191
-1,123.9375,176,191
-1,126.6875,182,199
-1,129.0625,186,199
-1,131.25,193,199
-1,133.6875,199,199
-1,135.875,205,199
-1,138.0625,204,199
-1,140.625,196,199
-1,143,188,199
-1,145.5625,183,199
-1,148.125,177,199
-1,150.6875,170,199
-1,153.3125,166,199
-1,155.6875,161,199
-1,158.25,158,199
-1,160.8125,154,191
-1,163.375,151,199
-1,166.125,148,191
-1,168.5,147,191
-1,171.0625,144,191
-1,173.625,142,191
-1,176.1875,141,191
-1,178.75,141,191
-1,181.5,140,191
-1,184.25,140,191
-1,187,140,191
-1,189.75,141,191
-1,192.5,141,191
-1,194.9375,143,191
-1,197.5,143,191
-1,200.0625,145,191
-1,202.8125,147,191
-1,205.5625,149,191
-1,208.3125,153,191
-1,211.0625,157,191
-1,213.8125,161,199
-1,216.5625,165,191
-1,219.3125,170,199
-1,221.875,176,199
-1,224.0625,181,199
-1,226.25,185,199
-1,228.5,193,199
-1,230.6875,199,199
-1,232.875,207,199
-1,235.4375,219,199
-1,238,229,199
-1,240.5625,223,199
-1,242.9375,215,199
-1,245.375,209,199
-1,247.5625,205,199
-1,249.75,200,199
-1,251.9375,198,199
-1,254.125,195,199
-1,256.6875,191,199
-1,259.5,190,199
-1,262.0625,189,199
-1,264.4375,187,199
-1,267,186,199
-1,269.5625,185,191
-1,271.9375,184,191
-1,274.5,183,191
-1,277.0625,183,191
-1,279.625,185,191
-1,282.1875,185,199
-1,284.625,186,199
-1,287.375,188,199
-1,289.9375,190,199
-1,292.125,190,199
-1,294.3125,192,199
-1,296.5,196,199
-1,298.6875,199,199
-1,300.9375,202,199
-1,303.125,205,199
-1,305.3125,211,199
-1,307.5,213,199
-1,309.75,212,199
-1,311.9375,219,199
-1,314.125,225,199
-1,316.6875,234,199
-1,319.0625,243,199
-1,321.625,254,199
-1,324.1875,270,199
-1,326.75,284,199
-1,329.3125,288,199
-1,331.75,279,199
-1,333.9375,272,199
-1,336.125,267,199
-1,338.3125,260,199
-1,340.5,256,199
-1,342.75,251,199
-1,344.9375,248,199
-1,347.125,245,199
-1,349.3125,241,199
-1,351.5625,240,199
-1,353.75,238,199
-1,355.9375,235,199
-1,358.125,234,199
1527757089752,0.6875,233,199
-1,2.875,231,199
-1,5.125,232,199
-1,7.6875,231,199
-1,10.4375,234,199
-1,12.625,234,199
-1,14.8125,237,199
-1,17,238,199
-1,19.25,240,199
-1,21.625,243,199
-1,24,246,199
-1,26.1875,251,199
-1,28.375,254,199
-1,30.625,258,199
-1,32.8125,263,199
-1,35,270,199
-1,37.1875,276,199
-1,39.375,281,199
-1,41.625,269,199
-1,43.8125,254,199
-1,46,243,199
-1,48.1875,232,199
-1,50.375,223,199
-1,52.625,218,199
-1,54.8125,208,199
-1,57,202,199
-1,59.1875,197,199
-1,61.375,188,199
-1,64,185,199
-1,66.75,181,199
-1,69.125,176,191
-1,71.6875,172,191
-1,74.25,169,191
-1,76.8125,167,191
-1,79.375,165,191
-1,82.125,162,191
-1,84.6875,161,191
-1,87.4375,160,191
-1,90.1875,158,191
-1,92.9375,158,191
-1,95.5,157,191
-1,98.25,157,191
-1,101,157,191
-1,103.75,159,191
-1,106.5,161,191
-1,109.0625,163,191
-1,111.625,164,191
-1,114.25,163,199
-1,117,165,191
-1,119.375,167,191
-1,121.9375,171,191
-1,124.5,177,191
-1,127.25,183,199
-1,129.625,187,199
-1,131.8125,193,199
-1,134,199,199
-1,136.25,205,199
-1,138.4375,203,199
-1,140.625,195,199
-1,142.8125,188,199
-1,145.375,184,199
